order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_purchase_timestamp_year,order_purchase_timestamp_month,order_purchase_timestamp_day,order_purchase_timestamp_dayofweek,order_purchase_timestamp_quarter,order_purchase_timestamp_is_weekend,delivery_time_days,estimated_delivery_time_days,delivery_time_difference,delivered_on_time,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
order_28,cust_57,processing,2022-02-19 09:17:11.155778894,2022-02-19 09:17:11.155778894,2022-02-20 09:17:11.155778894,2022-02-23 12:32:33.768844221,2022-02-28 12:32:33.768844221,2022,2,19,5,1,1,4.135678391959803,9.135678391959804,-5.000000000000001,True,2,prod_60,seller_3,2022-11-17 04:10:26.086956520,103.01,22.07,clothing,38,423,1,9203,52,23,31,uniq_57,98151,Porto Alegre,SP
order_28,cust_57,processing,2022-02-19 09:17:11.155778894,2022-02-19 09:17:11.155778894,2022-02-20 09:17:11.155778894,2022-02-23 12:32:33.768844221,2022-02-28 12:32:33.768844221,2022,2,19,5,1,1,4.135678391959803,9.135678391959804,-5.000000000000001,True,3,prod_53,seller_1,2022-12-03 00:00:00.000000000,676.34,43.69,toys,42,616,8,4671,89,38,28,uniq_57,98151,Porto Alegre,SP
order_29,cust_6,delivered,2022-02-21 05:11:09.346733668,2022-02-21 05:11:09.346733668,2022-02-22 05:11:09.346733668,2022-02-25 08:33:46.130653266,2022-03-02 08:33:46.130653266,2022,2,21,0,1,0,4.14070351758794,9.140703517587939,-4.999999999999999,True,1,prod_106,seller_37,2022-01-25 08:20:52.173913043,820.33,55.44,clothing,73,666,6,3378,77,10,11,uniq_6,91911,São Paulo,MG
order_30,cust_6,delivered,2022-02-23 01:05:07.537688442,2022-02-23 01:05:07.537688442,2022-02-24 01:05:07.537688442,2022-02-27 04:34:58.492462311,2022-03-04 04:34:58.492462311,2022,2,23,2,1,0,4.145728643216077,9.145728643216076,-4.999999999999999,True,4,prod_24,seller_34,2022-03-11 09:23:28.695652174,108.65,76.2,toys,50,271,6,8061,82,13,22,uniq_6,91911,São Paulo,MG
order_30,cust_6,delivered,2022-02-23 01:05:07.537688442,2022-02-23 01:05:07.537688442,2022-02-24 01:05:07.537688442,2022-02-27 04:34:58.492462311,2022-03-04 04:34:58.492462311,2022,2,23,2,1,0,4.145728643216077,9.145728643216076,-4.999999999999999,True,2,prod_100,seller_7,2022-07-22 02:05:13.043478260,422.84,31.93,books,65,808,6,6427,25,20,7,uniq_6,91911,São Paulo,MG
order_31,cust_94,processing,2022-02-24 20:59:05.728643216,2022-02-24 20:59:05.728643216,2022-02-25 20:59:05.728643216,2022-03-01 00:36:10.854271357,2022-03-06 00:36:10.854271357,2022,2,24,3,1,0,4.150753768844225,9.150753768844224,-4.999999999999999,True,4,prod_129,seller_11,2022-06-26 12:31:18.260869564,38.4,85.87,books,80,699,1,5305,17,28,41,uniq_94,58085,Porto Alegre,DF
order_32,cust_82,processing,2022-02-26 16:53:03.919597990,2022-02-26 16:53:03.919597990,2022-02-27 16:53:03.919597990,2022-03-02 20:37:23.216080402,2022-03-07 20:37:23.216080402,2022,2,26,5,1,1,4.155778894472362,9.15577889447236,-4.999999999999999,True,3,prod_28,seller_21,2022-02-26 00:00:00.000000000,99.53,7.66,furniture,18,396,9,7495,98,49,32,uniq_82,36694,Brasília,DF
order_32,cust_82,processing,2022-02-26 16:53:03.919597990,2022-02-26 16:53:03.919597990,2022-02-27 16:53:03.919597990,2022-03-02 20:37:23.216080402,2022-03-07 20:37:23.216080402,2022,2,26,5,1,1,4.155778894472362,9.15577889447236,-4.999999999999999,True,4,prod_147,seller_47,2022-08-14 05:13:02.608695652,909.3,58.18,books,64,778,7,507,96,23,13,uniq_82,36694,Brasília,DF
order_33,cust_3,shipped,2022-02-28 12:47:02.110552764,2022-02-28 12:47:02.110552764,2022-03-01 12:47:02.110552764,2022-03-04 16:38:35.577889447,2022-03-09 16:38:35.577889447,2022,2,28,0,1,0,4.160804020100498,9.160804020100498,-5.0,True,1,prod_149,seller_13,2022-03-05 07:18:15.652173913,684.04,45.79,books,87,768,2,6810,10,28,14,uniq_3,45020,Brasília,RS
order_33,cust_3,shipped,2022-02-28 12:47:02.110552764,2022-02-28 12:47:02.110552764,2022-03-01 12:47:02.110552764,2022-03-04 16:38:35.577889447,2022-03-09 16:38:35.577889447,2022,2,28,0,1,0,4.160804020100498,9.160804020100498,-5.0,True,1,prod_117,seller_28,2022-08-04 11:28:41.739130436,136.87,92.65,books,63,860,1,6693,90,19,22,uniq_3,45020,Brasília,RS
order_34,cust_89,delivered,2022-03-02 08:41:00.301507538,2022-03-02 08:41:00.301507538,2022-03-03 08:41:00.301507538,2022-03-06 12:39:47.939698492,2022-03-11 12:39:47.939698492,2022,3,2,2,1,0,4.165829145728634,9.165829145728635,-5.000000000000001,True,4,prod_9,seller_46,2022-05-12 11:28:41.739130434,766.84,78.73,electronics,75,147,9,5014,56,15,16,uniq_89,84811,Brasília,DF
order_34,cust_89,delivered,2022-03-02 08:41:00.301507538,2022-03-02 08:41:00.301507538,2022-03-03 08:41:00.301507538,2022-03-06 12:39:47.939698492,2022-03-11 12:39:47.939698492,2022,3,2,2,1,0,4.165829145728634,9.165829145728635,-5.000000000000001,True,1,prod_11,seller_35,2022-08-15 10:26:05.217391304,416.72,93.42,books,74,757,5,7395,93,25,5,uniq_89,84811,Brasília,DF
order_34,cust_89,delivered,2022-03-02 08:41:00.301507538,2022-03-02 08:41:00.301507538,2022-03-03 08:41:00.301507538,2022-03-06 12:39:47.939698492,2022-03-11 12:39:47.939698492,2022,3,2,2,1,0,4.165829145728634,9.165829145728635,-5.000000000000001,True,2,prod_83,seller_19,2022-09-11 05:13:02.608695652,396.14,98.66,clothing,35,859,3,3002,88,17,35,uniq_89,84811,Brasília,DF
order_35,cust_25,delivered,2022-03-04 04:34:58.492462312,2022-03-04 04:34:58.492462312,2022-03-05 04:34:58.492462312,2022-03-08 08:41:00.301507537,2022-03-13 08:41:00.301507537,2022,3,4,4,1,0,4.17085427135677,9.170854271356772,-5.000000000000002,True,2,prod_57,seller_15,2022-09-07 13:33:54.782608696,771.38,91.33,books,40,583,2,7970,33,28,48,uniq_25,38033,Belo Horizonte,MG
order_38,cust_86,delivered,2022-03-09 16:16:53.065326633,2022-03-09 16:16:53.065326633,2022-03-10 16:16:53.065326633,2022-03-13 20:44:37.386934673,2022-03-18 20:44:37.386934673,2022,3,9,2,1,0,4.185929648241204,9.185929648241205,-5.000000000000001,True,4,prod_97,seller_28,2022-09-10 00:00:00.000000000,817.53,66.36,toys,46,673,2,709,47,33,28,uniq_86,48054,São Paulo,DF
order_40,cust_36,delivered,2022-03-13 08:04:49.447236181,2022-03-13 08:04:49.447236181,2022-03-14 08:04:49.447236181,2022-03-17 12:47:02.110552764,2022-03-22 12:47:02.110552764,2022,3,13,6,1,1,4.195979899497488,9.19597989949749,-5.000000000000001,True,2,prod_130,seller_13,2022-04-16 21:54:46.956521738,375.49,39.45,clothing,40,690,9,9252,84,36,38,uniq_36,63942,Belo Horizonte,MG
order_40,cust_36,delivered,2022-03-13 08:04:49.447236181,2022-03-13 08:04:49.447236181,2022-03-14 08:04:49.447236181,2022-03-17 12:47:02.110552764,2022-03-22 12:47:02.110552764,2022,3,13,6,1,1,4.195979899497488,9.19597989949749,-5.000000000000001,True,2,prod_5,seller_49,2022-12-18 19:49:33.913043476,129.53,61.39,books,79,463,3,9663,78,22,46,uniq_36,63942,Belo Horizonte,MG
order_42,cust_24,delivered,2022-03-16 23:52:45.829145729,2022-03-16 23:52:45.829145729,2022-03-17 23:52:45.829145729,2022-03-21 04:49:26.834170854,2022-03-26 04:49:26.834170854,2022,3,16,2,1,0,4.206030150753762,9.206030150753762,-5.0,True,3,prod_46,seller_24,2022-12-05 10:26:05.217391304,587.25,30.54,clothing,63,997,9,1219,93,39,20,uniq_24,49530,Belo Horizonte,MG
order_43,cust_5,delivered,2022-03-18 19:46:44.020100503,2022-03-18 19:46:44.020100503,2022-03-19 19:46:44.020100503,2022-03-23 00:50:39.195979899,2022-03-28 00:50:39.195979899,2022,3,18,4,1,0,4.211055276381898,9.211055276381899,-5.000000000000001,True,4,prod_63,seller_13,2022-03-19 21:54:46.956521739,974.5,90.44,toys,11,385,9,6136,14,44,17,uniq_5,32496,Belo Horizonte,RS
order_43,cust_5,delivered,2022-03-18 19:46:44.020100503,2022-03-18 19:46:44.020100503,2022-03-19 19:46:44.020100503,2022-03-23 00:50:39.195979899,2022-03-28 00:50:39.195979899,2022,3,18,4,1,0,4.211055276381898,9.211055276381899,-5.000000000000001,True,3,prod_30,seller_17,2022-06-18 00:00:00.000000000,483.5,83.08,electronics,64,147,3,8261,64,38,24,uniq_5,32496,Belo Horizonte,RS
order_43,cust_5,delivered,2022-03-18 19:46:44.020100503,2022-03-18 19:46:44.020100503,2022-03-19 19:46:44.020100503,2022-03-23 00:50:39.195979899,2022-03-28 00:50:39.195979899,2022,3,18,4,1,0,4.211055276381898,9.211055276381899,-5.000000000000001,True,3,prod_120,seller_41,2022-06-24 02:05:13.043478260,15.83,57.09,furniture,10,418,6,401,59,8,28,uniq_5,32496,Belo Horizonte,RS
order_43,cust_5,delivered,2022-03-18 19:46:44.020100503,2022-03-18 19:46:44.020100503,2022-03-19 19:46:44.020100503,2022-03-23 00:50:39.195979899,2022-03-28 00:50:39.195979899,2022,3,18,4,1,0,4.211055276381898,9.211055276381899,-5.000000000000001,True,1,prod_71,seller_11,2022-11-30 13:33:54.782608696,789.7,75.03,books,23,862,1,3964,70,26,28,uniq_5,32496,Belo Horizonte,RS
order_44,cust_7,delivered,2022-03-20 15:40:42.211055277,2022-03-20 15:40:42.211055277,2022-03-21 15:40:42.211055277,2022-03-24 20:51:51.557788944,2022-03-29 20:51:51.557788944,2022,3,20,6,1,1,4.216080402010035,9.216080402010034,-4.999999999999999,True,1,prod_75,seller_30,2022-09-08 18:46:57.391304348,486.88,87.49,clothing,45,288,6,158,73,42,44,uniq_7,36099,Brasília,RJ
order_45,cust_3,delivered,2022-03-22 11:34:40.402010050,2022-03-22 11:34:40.402010050,2022-03-23 11:34:40.402010050,2022-03-26 16:53:03.919597990,2022-03-31 16:53:03.919597990,2022,3,22,1,1,0,4.221105527638194,9.221105527638194,-5.0,True,3,prod_34,seller_35,2022-01-07 02:05:13.043478260,350.29,49.39,toys,82,527,2,7005,65,13,18,uniq_3,45020,Brasília,RS
order_45,cust_3,delivered,2022-03-22 11:34:40.402010050,2022-03-22 11:34:40.402010050,2022-03-23 11:34:40.402010050,2022-03-26 16:53:03.919597990,2022-03-31 16:53:03.919597990,2022,3,22,1,1,0,4.221105527638194,9.221105527638194,-5.0,True,2,prod_84,seller_21,2022-04-12 01:02:36.521739130,527.35,88.73,furniture,99,327,1,5471,60,22,17,uniq_3,45020,Brasília,RS
order_45,cust_3,delivered,2022-03-22 11:34:40.402010050,2022-03-22 11:34:40.402010050,2022-03-23 11:34:40.402010050,2022-03-26 16:53:03.919597990,2022-03-31 16:53:03.919597990,2022,3,22,1,1,0,4.221105527638194,9.221105527638194,-5.0,True,2,prod_39,seller_36,2022-07-24 12:31:18.260869564,292.84,85.33,electronics,90,373,7,8308,91,21,13,uniq_3,45020,Brasília,RS
